timestamp,arbitration_id,extended,remote,error,dlc,data
1683343761.2066844,0x91,0,0,0,8,fup/NXti8AA=
1683343761.2066844,0x92,0,0,0,8,b65vknNnvGI=
1683343761.2066844,0x42c,0,0,0,8,jAAAAJxgAAA=
1683343761.2166944,0x47,0,0,0,8,IAAAAAAAAAA=
1683343761.2166944,0x85,0,0,0,8,fP+AABaAfOo=
1683343761.2166944,0x165,0,0,0,8,IMAAABAAAAA=
1683343761.2166944,0x167,0,0,0,8,AIBDAAAaZwA=
1683343761.22409,0x178,0,0,0,8,YAACAA5SylI=
1683343761.2267303,0x200,0,0,0,8,AACADIAMAAA=
1683343761.2267303,0x76,0,0,0,8,PpXAAAAAAAA=
1683343761.2267303,0x77,0,0,0,8,AAAIAH/39f4=
1683343761.2267303,0x7d,0,0,0,8,AusNUXWgCAA=
1683343761.2367973,0x202,0,0,0,8,AO9oAGAAAAA=
1683343761.2367973,0x204,0,0,0,8,wAB9AAAAAAA=
1683343761.2367973,0x213,0,0,0,8,//8AAIAR/0E=
1683343761.2470467,0x214,0,0,0,8,gAD//4AAelA=
1683343761.2506227,0x216,0,0,0,8,AAAAAKoAAAA=
1683343761.2506227,0x217,0,0,0,8,AAAAAAAAAAA=
1683343761.2574003,0x230,0,0,0,8,8BwAAFUAAAA=
1683343761.2574003,0x83,0,0,0,8,AOCAAAAAAAA=
1683343761.2574003,0x415,0,0,0,8,AADo8g/+D/4=
1683343761.2574003,0x2a1,0,0,0,8,/////wAAAAA=
1683343761.2668486,0x4b0,0,0,0,8,jwCAAFAXWA0=
1683343761.2668486,0x91,0,0,0,8,fvF/N21n8AA=
1683343761.2668486,0x92,0,0,0,8,b6xvkXNnumc=
1683343761.2668486,0x167,0,0,0,8,AIBDAAAaZwA=
1683343761.2668486,0x204,0,0,0,8,wAB9AAAAAAA=
1683343761.2668486,0x82,0,0,0,8,gQAURGwAAP8=
1683343761.271866,0x85,0,0,0,8,fP+AABWQfOo=
1683343761.271866,0x42f,0,0,0,8,fQwATiYsAAA=
1683343761.271866,0x217,0,0,0,8,AAAAAAAAAAA=
1683343761.271866,0x23a,0,0,0,8,cTiczmazoAA=
1683343761.271866,0x78,0,0,0,8,BeOAAAAAAAA=
1683343761.271866,0x422,0,0,0,8,AAAAXjhA/gA=
1683343761.271866,0x430,0,0,0,8,NwBkJ8B4Nxw=
1683343761.271866,0x91,0,0,0,8,fu5/NW1s8AA=
1683343761.271866,0x92,0,0,0,8,b6tvjnNvsWw=
1683343761.271866,0x47,0,0,0,8,IAAAAAAAAAA=
1683343761.271866,0x165,0,0,0,8,IMAAABAAAAA=
1683343761.27638,0x85,0,0,0,8,fP+AABSgfOo=
1683343761.27638,0x167,0,0,0,8,AIBDAAAaZwA=
1683343761.27638,0x200,0,0,0,8,AACADIAMAAA=
1683343761.2784188,0x202,0,0,0,8,AO14AGAAAAA=
1683343761.2784188,0x204,0,0,0,8,wAB9AAAAAAA=
1683343761.2784188,0x230,0,0,0,8,8BwAAFUAAAA=
1683343761.2784188,0x76,0,0,0,8,PpXAAAAAAAA=
1683343761.2784188,0x77,0,0,0,8,AAAIAX/38f4=
1683343761.2824547,0x7d,0,0,0,8,AusMYXWf5/8=
1683343761.2824547,0x213,0,0,0,8,//8AAIAR/0E=
1683343761.2824547,0x214,0,0,0,8,gAD//4AAeWA=
1683343761.2824547,0x216,0,0,0,8,AAAAAKoAAAA=
1683343761.2824547,0x217,0,0,0,8,AAAAAAAAAAA=
1683343761.2824547,0x415,0,0,0,8,AADs8Q/+D/4=
1683343761.2824547,0x416,0,0,0,8,kgD7CAEAAAA=
1683343761.2824547,0x4b0,0,0,0,8,jwCAAGAXWAw=
1683343761.2864783,0x4a,0,0,0,8,AgAAAAAAAAA=
1683343761.2864783,0x4b,0,0,0,8,AMDY2NjYwAA=
1683343761.2864783,0x4c,0,0,0,8,IK//AAAAAAA=
1683343761.2864783,0x91,0,0,0,8,fup/NWxx8AA=
