timestamp,arbitration_id,extended,remote,error,dlc,data
1683343322.8764753,0x7d,0,0,0,8,AAD3gAAf+AI=
1683343322.8862739,0x213,0,0,0,8,//8AAIAR/0E=
1683343322.8880816,0x214,0,0,0,8,gAD//4AAd4A=
1683343322.8880816,0x216,0,0,0,8,AAAAAKoAAAA=
1683343322.8880816,0x217,0,0,0,8,AAAAAAAAAAA=
1683343322.8880816,0x415,0,0,0,8,AAD07w/+D/4=
1683343322.8963425,0x4b0,0,0,0,8,oQCAAIAAAPc=
1683343322.8963425,0x85,0,0,0,8,fQCAABwAfOo=
1683343322.8963425,0x167,0,0,0,8,AIBDAAAaZwA=
1683343322.9049187,0x204,0,0,0,8,wAB9AAAAAAA=
1683343322.9060512,0x91,0,0,0,8,fvR/O/Hc8AA=
1683343322.9060512,0x92,0,0,0,8,b65vknNrPtw=
1683343322.9060512,0x78,0,0,0,8,AOIAAAAAAAA=
1683343322.9060512,0x422,0,0,0,8,AAAAXzhA/gA=
1683343322.9060512,0x430,0,0,0,8,NwBkJ8B4Nxw=
1683343322.9060512,0x217,0,0,0,8,AAAAAAAAAAA=
1683343322.9163911,0x23a,0,0,0,8,cjkczmazoAA=
1683343322.9197044,0x82,0,0,0,8,kAAUQHYAAP8=
1683343322.9212737,0x85,0,0,0,8,fQCAABsQfOo=
1683343322.9212737,0x47,0,0,0,8,IAAAAAAAAAA=
1683343322.9212737,0x91,0,0,0,8,fvR/Oe7h8AA=
1683343322.9276328,0x92,0,0,0,8,b7BvknNrN+E=
1683343322.9276328,0x165,0,0,0,8,EEAAAAAAAAA=
1683343322.9276328,0x167,0,0,0,8,AIBDAAAaZwA=
1683343322.9276328,0x200,0,0,0,8,AACADIAMAAA=
1683343322.9276328,0x202,0,0,0,8,APYwAGAAAAA=
1683343322.9276328,0x204,0,0,0,8,wAB9AAAAAAA=
1683343322.9276328,0x230,0,0,0,8,8BwAAFUAAAA=
1683343322.9276328,0x42f,0,0,0,8,fQwATiYsAAA=
1683343322.9276328,0x76,0,0,0,8,PpbAAAAAAAA=
1683343322.937196,0x77,0,0,0,8,AAAIAH/38f4=
1683343322.937196,0x7d,0,0,0,8,AAD2kAAf+AA=
