timestamp,arbitration_id,extended,remote,error,dlc,data
1683316505.0548322,0x59e,0,0,0,8,ngD///////8=
1683316505.0583954,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0583954,0x422,0,0,0,8,AAAAAABA/gA=
1683316505.0583954,0x430,0,0,0,8,NwBkI0Bkvx0=
1683316505.0583954,0x431,0,0,0,8,BR1CA5eDIgA=
1683316505.0583954,0x43a,0,0,0,8,IVCKAAAAAAA=
1683316505.0634153,0x3e2,0,0,0,8,AAAAAIAAAAA=
1683316505.0634153,0x455,0,0,0,8,AAAAAAAAAAA=
1683316505.0644596,0x5b3,0,0,0,8,swD///////8=
1683316505.0644596,0x81,0,0,0,8,AAAAAAAAAAA=
1683316505.0665224,0x83,0,0,0,8,D+CAAAAAAAA=
1683316505.0665224,0x2a1,0,0,0,8,/////wAAAAA=
1683316505.0665224,0x33b,0,0,0,8,AAAAAAAAAAA=
1683316505.0665224,0x3e6,0,0,0,8,AAAAAIAAAAA=
1683316505.0665224,0x242,0,0,0,8,//8f5MEAAAE=
1683316505.0665224,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0665224,0x42c,0,0,0,8,hAAAAJxgAAA=
1683316505.0665224,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0665224,0x242,0,0,0,8,//8ft78AAAE=
1683316505.0746875,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0746875,0x3b3,0,0,0,8,EAAAAOYAgAA=
1683316505.0746875,0x3c3,0,0,0,8,AMAAAAAAhAA=
1683316505.0746875,0x42c,0,0,0,8,hAAAAJxgAAA=
1683316505.0746875,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0797167,0x242,0,0,0,8,//8fc70AAAE=
1683316505.0797167,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0797167,0x422,0,0,0,8,AAAAAABA/gA=
1683316505.0797167,0x431,0,0,0,8,BRxCA5QAIAA=
1683316505.0827305,0x83,0,0,0,8,D+CAAAAAAAA=
1683316505.0827305,0x2a1,0,0,0,8,/////wAAAAA=
1683316505.0843112,0x455,0,0,0,8,AAAAAAAAAAA=
1683316505.0848818,0x47,0,0,0,8,AAAAAAAAAAA=
1683316505.0848818,0x3b3,0,0,0,8,EIAAAOYAgAA=
1683316505.0848818,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.0848818,0x47,0,0,0,8,AAAAAAAAAAA=
1683316505.0898995,0x42c,0,0,0,8,hAAAAJxgAAA=
1683316505.0985332,0x242,0,0,0,8,//8fW7wAAAE=
1683316505.0985332,0x3b3,0,0,0,8,EIAAAOYEgAA=
1683316505.1015506,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.106668,0x47,0,0,0,8,AAAAAAAAAAA=
1683316505.106668,0x430,0,0,0,8,PwBkI2D/Pxw=
1683316505.1162503,0x78,0,0,0,8,AgAAAAAAAAA=
1683316505.122787,0x596,0,0,0,8,lgD///////8=
1683316505.1263633,0x47,0,0,0,8,AAAAAAAAAAA=
1683316505.134927,0x76,0,0,0,8,PoBAAAAAAAA=
1683316505.134927,0x77,0,0,0,8,AAAP/n//+/4=
1683316505.1364653,0x7d,0,0,0,8,AAD+EAA/7/4=
1683316505.1384957,0x213,0,0,0,8,//8AAAAR/0E=
1683316505.1384957,0x214,0,0,0,8,gAD//4AAfhA=
1683316505.1384957,0x216,0,0,0,8,AAAAAKoAAAA=
1683316505.1384957,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.1384957,0x415,0,0,0,8,AADY9g/+D/4=
1683316505.1384957,0x416,0,0,0,8,UQD9CAEAAAA=
1683316505.1445131,0x41e,0,0,0,8,AAAgAAAAAAA=
1683316505.1445131,0x4b0,0,0,0,8,gQCAABAAAP4=
1683316505.146564,0x430,0,0,0,8,CABkIyBkLAA=
1683316505.146564,0x242,0,0,0,8,//8fULsAAAE=
1683316505.146564,0x40a,0,0,0,8,wQFKWjBHNTU=
1683316505.146564,0x42c,0,0,0,8,hAAAAJxgAAA=
1683316505.146564,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.146564,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.146564,0x18b,0,0,0,8,AAAKCgAAAAA=
1683316505.1545851,0x47,0,0,0,8,AAAAAAAAAAA=
1683316505.1545851,0x350,0,0,0,8,AAAAAAAAAAA=
1683316505.1545851,0x3e0,0,0,0,8,AAAAAIAAAAA=
1683316505.1545851,0x76,0,0,0,8,PoBAAAAAAAA=
1683316505.1545851,0x77,0,0,0,8,AAAP/n//+/4=
1683316505.1545851,0x7d,0,0,0,8,AAD9IAA/7/4=
1683316505.1545851,0x213,0,0,0,8,//8AAAAR/0E=
1683316505.1545851,0x214,0,0,0,8,gAD//4AAfSA=
1683316505.1545851,0x216,0,0,0,8,AAAAAKoAAAA=
1683316505.1545851,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.1625853,0x415,0,0,0,8,AADc9Q/+D/4=
1683316505.1625853,0x4b0,0,0,0,8,gQCAACAAAP0=
1683316505.1625853,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.1625853,0x422,0,0,0,8,AAAAAABA/gA=
1683316505.1625853,0x430,0,0,0,8,NwBkI0Bkvx0=
1683316505.1625853,0x83,0,0,0,8,D+CAAAAAAAA=
1683316505.1625853,0x2a1,0,0,0,8,/////wAAAAA=
1683316505.1625853,0x455,0,0,0,8,AAAAAAAAAAA=
1683316505.1705866,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.1705866,0x47,0,0,0,8,ZPN6ladiAAA=
1683316505.1732097,0x76,0,0,0,8,PoBAAAAAAAA=
1683316505.1747844,0x77,0,0,0,8,AAAP/n//+/4=
1683316505.1747844,0x7d,0,0,0,8,AAD8MAA/7/4=
1683316505.1747844,0x213,0,0,0,8,//8AAAAR/0E=
1683316505.178835,0x214,0,0,0,8,gAD//4AAfDA=
1683316505.178835,0x216,0,0,0,8,AAAAAKoAAAA=
1683316505.178835,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.178835,0x415,0,0,0,8,AADg9A/+D/4=
1683316505.183411,0x4b0,0,0,0,8,gQCAADAAAPw=
1683316505.183411,0x242,0,0,0,8,//8fK7sAAAE=
1683316505.1849227,0x78,0,0,0,8,AAAAAAAAAAA=
1683316505.1849227,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.1869829,0x47,0,0,0,8,ZPN6ladiAAA=
1683316505.1869829,0x165,0,0,0,8,EkAAAAAAAAA=
1683316505.1869829,0x167,0,0,0,8,AIBMAAAafgA=
1683316505.1869829,0x178,0,0,0,8,AAACAAY+yi8=
1683316505.1869829,0x200,0,0,0,8,AACACYAJAAA=
1683316505.1934996,0x202,0,0,0,8,APNIAGAAAAA=
1683316505.194628,0x204,0,0,0,8,wAB9AAAAAAA=
1683316505.194628,0x230,0,0,0,8,8BwAAEoAAAA=
1683316505.194628,0x42c,0,0,0,8,hAAAAJxgAAA=
1683316505.194628,0x42f,0,0,0,8,fQ/oAAYzAAA=
1683316505.1996453,0x76,0,0,0,8,PoBAAAAAAAA=
1683316505.1996453,0x77,0,0,0,8,AAAP/n//+/4=
1683316505.2016652,0x7d,0,0,0,8,AAD7QAA/7/4=
1683316505.2027135,0x213,0,0,0,8,//8AAAAR/0E=
1683316505.2037268,0x214,0,0,0,8,gAD//4AAe0A=
1683316505.2047741,0x216,0,0,0,8,AAAAAKoAAAA=
1683316505.2047741,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.2047741,0x415,0,0,0,8,AADk8w/+D/4=
1683316505.2047741,0x4b0,0,0,0,8,gQCAAEAAAPs=
1683316505.2047741,0x167,0,0,0,8,AIBOAAAafgA=
1683316505.2098231,0x204,0,0,0,8,wAB9AAAAAAA=
1683316505.2108352,0x78,0,0,0,8,BeOAAAAAAAA=
1683316505.2108352,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.2108352,0x47,0,0,0,8,ZPN6ladiAAA=
1683316505.2108352,0x165,0,0,0,8,EkAAAAAAAAA=
1683316505.214848,0x167,0,0,0,8,AIBOAAAafgA=
1683316505.214848,0x200,0,0,0,8,AACACYAJAAA=
1683316505.214848,0x202,0,0,0,8,APFYAGAAAAA=
1683316505.218401,0x204,0,0,0,8,wAB9AAAAAAA=
1683316505.218401,0x230,0,0,0,8,8BwAAEoAAAA=
1683316505.218401,0x76,0,0,0,8,PoBAAAAAAAA=
1683316505.218401,0x77,0,0,0,8,AAAP/n//+/4=
1683316505.218401,0x7d,0,0,0,8,AAD6UAA/7/4=
1683316505.218401,0x213,0,0,0,8,//8AAAAR/0E=
1683316505.218401,0x214,0,0,0,8,gAD//4AAelA=
1683316505.22442,0x216,0,0,0,8,AAAAAKoAAAA=
1683316505.22442,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.2264636,0x415,0,0,0,8,AADo8g/+D/4=
1683316505.2264636,0x4b0,0,0,0,8,gQCAAFAAAPo=
1683316505.2264636,0x167,0,0,0,8,AIBPAAAafgA=
1683316505.22898,0x204,0,0,0,8,wAB9AAAAAAA=
1683316505.22898,0x42f,0,0,0,8,fQ/oAAYzAAA=
1683316505.22898,0x242,0,0,0,8,//8fQrwAAAE=
1683316505.22898,0x78,0,0,0,8,AeKAAAAAAAA=
1683316505.22898,0x217,0,0,0,8,AAAAAAAAAAA=
1683316505.22898,0x47,0,0,0,8,ZPN6ladiAAA=
1683316505.22898,0x165,0,0,0,8,EkAAAAAAAAA=
1683316505.2390935,0x167,0,0,0,8,AIAAAAAafgA=
